4:14:01 PM | info | Position closed: NVDA | P&L: $-426.39 | Daily P&L: $-426.39 | Bal: $9573.61
4:14:06 PM | info | Position closed: NVDA | P&L: $-76.49 | Daily P&L: $181.86 | Bal: $7550.68
4:14:06 PM | info | Position closed: NVDA | P&L: $127.40 | Daily P&L: $309.26 | Bal: $7678.08
4:14:06 PM | info | Position closed: NVDA | P&L: $81.40 | Daily P&L: $390.66 | Bal: $7759.48
4:14:06 PM | info | Position closed: NVDA | P&L: $-164.09 | Daily P&L: $226.58 | Bal: $7595.39
4:14:06 PM | info | Position closed: NVDA | P&L: $114.70 | Daily P&L: $341.28 | Bal: $7710.09
4:14:06 PM | info | Position closed: NVDA | P&L: $76.95 | Daily P&L: $76.95 | Bal: $7787.04
4:14:06 PM | info | Position closed: NVDA | P&L: $-122.24 | Daily P&L: $-45.29 | Bal: $7664.80
4:14:06 PM | info | Position closed: NVDA | P&L: $83.16 | Daily P&L: $37.87 | Bal: $7747.96
4:14:06 PM | info | Position closed: NVDA | P&L: $80.75 | Daily P&L: $118.62 | Bal: $7828.71
4:14:06 PM | info | Position closed: NVDA | P&L: $103.70 | Daily P&L: $222.32 | Bal: $7932.41
4:14:06 PM | info | Position closed: NVDA | P&L: $103.07 | Daily P&L: $325.39 | Bal: $8035.48
4:14:06 PM | info | Position closed: NVDA | P&L: $81.18 | Daily P&L: $406.57 | Bal: $8116.66
4:14:06 PM | info | Position closed: NVDA | P&L: $-96.34 | Daily P&L: $310.24 | Bal: $8020.33
4:14:06 PM | info | Position closed: NVDA | P&L: $84.06 | Daily P&L: $394.30 | Bal: $8104.39
4:14:06 PM | info | Position closed: NVDA | P&L: $102.96 | Daily P&L: $497.26 | Bal: $8207.35
4:14:06 PM | info | Position closed: NVDA | P&L: $-98.51 | Daily P&L: $398.75 | Bal: $8108.84
4:14:06 PM | info | Position closed: NVDA | P&L: $-133.33 | Daily P&L: $265.42 | Bal: $7975.51
4:14:06 PM | info | Position closed: NVDA | P&L: $105.39 | Daily P&L: $370.81 | Bal: $8080.91
4:14:06 PM | info | Position closed: NVDA | P&L: $83.60 | Daily P&L: $454.41 | Bal: $8164.51
4:14:06 PM | info | Position closed: NVDA | P&L: $-83.16 | Daily P&L: $-83.16 | Bal: $8081.35
4:14:06 PM | info | Position closed: NVDA | P&L: $111.30 | Daily P&L: $28.15 | Bal: $8192.65
4:14:06 PM | info | Position closed: NVDA | P&L: $-142.00 | Daily P&L: $-113.85 | Bal: $8050.65
4:14:06 PM | info | Position closed: NVDA | P&L: $108.35 | Daily P&L: $-5.50 | Bal: $8159.00
4:14:06 PM | info | Position closed: NVDA | P&L: $-81.44 | Daily P&L: $-86.94 | Bal: $8077.56
4:14:06 PM | info | Position closed: NVDA | P&L: $-91.48 | Daily P&L: $-178.42 | Bal: $7986.09
4:14:06 PM | info | Position closed: NVDA | P&L: $98.60 | Daily P&L: $-79.82 | Bal: $8084.69
4:14:06 PM | info | Position closed: NVDA | P&L: $81.87 | Daily P&L: $2.05 | Bal: $8166.56
4:14:06 PM | info | Position closed: NVDA | P&L: $86.00 | Daily P&L: $88.05 | Bal: $8252.56
4:14:06 PM | info | Position closed: NVDA | P&L: $-84.84 | Daily P&L: $3.21 | Bal: $8167.72
4:14:06 PM | info | Position closed: NVDA | P&L: $-108.54 | Daily P&L: $-105.33 | Bal: $8059.18
4:14:06 PM | info | Position closed: NVDA | P&L: $-93.70 | Daily P&L: $-93.70 | Bal: $7965.48
4:14:06 PM | info | Position closed: NVDA | P&L: $123.61 | Daily P&L: $29.91 | Bal: $8089.09
4:14:06 PM | info | Position closed: NVDA | P&L: $121.25 | Daily P&L: $151.16 | Bal: $8210.34
4:14:06 PM | info | Position closed: NVDA | P&L: $103.90 | Daily P&L: $255.06 | Bal: $8314.24
4:14:06 PM | info | Position closed: NVDA | P&L: $84.98 | Daily P&L: $340.04 | Bal: $8399.22
4:14:06 PM | info | Position closed: NVDA | P&L: $-131.66 | Daily P&L: $208.39 | Bal: $8267.57
4:14:06 PM | info | Position closed: NVDA | P&L: $-92.59 | Daily P&L: $115.80 | Bal: $8174.98
4:14:06 PM | info | Position closed: NVDA | P&L: $-132.23 | Daily P&L: $-16.43 | Bal: $8042.75
4:14:06 PM | info | Position closed: NVDA | P&L: $81.17 | Daily P&L: $64.74 | Bal: $8123.92
4:14:06 PM | info | Position closed: NVDA | P&L: $-82.99 | Daily P&L: $-18.25 | Bal: $8040.93
4:14:06 PM | info | Position closed: NVDA | P&L: $-111.72 | Daily P&L: $-129.96 | Bal: $7929.22
4:14:06 PM | info | Position closed: NVDA | P&L: $82.07 | Daily P&L: $-47.89 | Bal: $8011.29
4:14:06 PM | info | Position closed: NVDA | P&L: $-94.37 | Daily P&L: $-142.26 | Bal: $7916.92
4:14:06 PM | info | Position closed: NVDA | P&L: $-83.31 | Daily P&L: $-225.57 | Bal: $7833.61
4:14:06 PM | info | Position closed: NVDA | P&L: $119.07 | Daily P&L: $-106.50 | Bal: $7952.68
4:14:06 PM | info | Position closed: NVDA | P&L: $88.65 | Daily P&L: $88.65 | Bal: $8041.33
4:14:06 PM | info | Position closed: NVDA | P&L: $-80.60 | Daily P&L: $8.05 | Bal: $7960.73
4:14:06 PM | info | Position closed: NVDA | P&L: $-95.54 | Daily P&L: $-87.49 | Bal: $7865.19
4:14:06 PM | info | Position closed: NVDA | P&L: $-142.68 | Daily P&L: $-230.17 | Bal: $7722.51
4:14:06 PM | info | Position closed: NVDA | P&L: $86.40 | Daily P&L: $-143.77 | Bal: $7808.91
4:14:06 PM | info | Position closed: NVDA | P&L: $-83.85 | Daily P&L: $-227.62 | Bal: $7725.06
4:14:06 PM | info | Position closed: NVDA | P&L: $78.17 | Daily P&L: $-149.46 | Bal: $7803.22
4:14:06 PM | info | Position closed: NVDA | P&L: $85.78 | Daily P&L: $-63.68 | Bal: $7889.00
4:14:06 PM | info | Position closed: NVDA | P&L: $-83.33 | Daily P&L: $-147.01 | Bal: $7805.67
4:14:06 PM | info | Position closed: NVDA | P&L: $92.32 | Daily P&L: $-54.69 | Bal: $7897.99
4:14:06 PM | info | Position closed: NVDA | P&L: $104.12 | Daily P&L: $104.12 | Bal: $8002.10
4:14:06 PM | info | Position closed: NVDA | P&L: $-113.10 | Daily P&L: $-8.98 | Bal: $7889.00
4:14:06 PM | info | Position closed: NVDA | P&L: $-84.71 | Daily P&L: $-93.69 | Bal: $7804.29
4:14:06 PM | info | Position closed: NVDA | P&L: $86.95 | Daily P&L: $-6.74 | Bal: $7891.24
4:14:06 PM | info | Position closed: NVDA | P&L: $-113.66 | Daily P&L: $-120.40 | Bal: $7777.58
4:14:06 PM | info | Position closed: NVDA | P&L: $-134.38 | Daily P&L: $-254.78 | Bal: $7643.20
4:14:06 PM | info | Position closed: NVDA | P&L: $76.82 | Daily P&L: $-177.97 | Bal: $7720.02
4:14:06 PM | info | Position closed: NVDA | P&L: $90.73 | Daily P&L: $-87.24 | Bal: $7810.74
4:14:06 PM | info | Position closed: NVDA | P&L: $-82.89 | Daily P&L: $-170.14 | Bal: $7727.85
4:14:06 PM | info | Position closed: NVDA | P&L: $98.35 | Daily P&L: $-71.79 | Bal: $7826.20
4:14:06 PM | info | Position closed: NVDA | P&L: $100.88 | Daily P&L: $29.09 | Bal: $7927.08
4:14:06 PM | info | Position closed: NVDA | P&L: $91.91 | Daily P&L: $91.91 | Bal: $8018.99
4:14:06 PM | info | Position closed: NVDA | P&L: $116.85 | Daily P&L: $208.76 | Bal: $8135.84
4:14:06 PM | info | Position closed: NVDA | P&L: $-191.26 | Daily P&L: $17.50 | Bal: $7944.58
4:14:06 PM | info | Position closed: NVDA | P&L: $-112.75 | Daily P&L: $-95.25 | Bal: $7831.83
4:14:06 PM | info | Position closed: NVDA | P&L: $123.81 | Daily P&L: $28.56 | Bal: $7955.64
4:14:06 PM | info | Position closed: NVDA | P&L: $-92.70 | Daily P&L: $-64.14 | Bal: $7862.94
4:14:06 PM | info | Position closed: NVDA | P&L: $-174.20 | Daily P&L: $-238.33 | Bal: $7688.75
4:14:06 PM | info | Position closed: NVDA | P&L: $107.53 | Daily P&L: $-130.80 | Bal: $7796.28
4:14:06 PM | info | Position closed: NVDA | P&L: $106.08 | Daily P&L: $-24.72 | Bal: $7902.36
4:14:06 PM | info | Position closed: NVDA | P&L: $200.82 | Daily P&L: $176.11 | Bal: $8103.18
4:14:06 PM | info | Position closed: NVDA | P&L: $-119.84 | Daily P&L: $56.27 | Bal: $7983.34
4:14:06 PM | info | Position closed: NVDA | P&L: $-126.60 | Daily P&L: $-70.33 | Bal: $7856.74
4:14:06 PM | info | Position closed: NVDA | P&L: $100.44 | Daily P&L: $30.11 | Bal: $7957.19
4:14:06 PM | info | Position closed: NVDA | P&L: $-122.38 | Daily P&L: $-92.27 | Bal: $7834.81
4:14:06 PM | info | Position closed: NVDA | P&L: $-103.46 | Daily P&L: $-195.72 | Bal: $7731.35
4:14:06 PM | info | Position closed: NVDA | P&L: $-86.52 | Daily P&L: $-282.24 | Bal: $7644.83
4:14:06 PM | info | Position closed: NVDA | P&L: $161.16 | Daily P&L: $-121.08 | Bal: $7805.99
4:14:06 PM | info | Position closed: NVDA | P&L: $92.11 | Daily P&L: $-28.97 | Bal: $7898.11
4:14:06 PM | info | Position closed: NVDA | P&L: $86.24 | Daily P&L: $57.27 | Bal: $7984.34
4:14:06 PM | info | Position closed: NVDA | P&L: $145.59 | Daily P&L: $202.86 | Bal: $8129.93
4:14:06 PM | info | Position closed: NVDA | P&L: $162.17 | Daily P&L: $365.03 | Bal: $8292.11
4:14:06 PM | info | Position closed: NVDA | P&L: $136.88 | Daily P&L: $501.91 | Bal: $8428.98
4:14:06 PM | info | Position closed: NVDA | P&L: $177.84 | Daily P&L: $177.84 | Bal: $8606.82
4:14:06 PM | info | Position closed: NVDA | P&L: $-219.96 | Daily P&L: $-42.12 | Bal: $8386.86
4:14:06 PM | info | Position closed: NVDA | P&L: $91.42 | Daily P&L: $49.30 | Bal: $8478.28
4:14:06 PM | info | Position closed: NVDA | P&L: $145.00 | Daily P&L: $194.30 | Bal: $8623.28
4:14:06 PM | info | Position closed: NVDA | P&L: $-99.12 | Daily P&L: $95.18 | Bal: $8524.16
4:14:06 PM | info | Position closed: NVDA | P&L: $-88.92 | Daily P&L: $6.26 | Bal: $8435.24
4:14:06 PM | info | Position closed: NVDA | P&L: $-102.22 | Daily P&L: $-95.96 | Bal: $8333.02
4:14:06 PM | info | Position closed: NVDA | P&L: $-170.94 | Daily P&L: $-266.90 | Bal: $8162.08
4:14:06 PM | info | Position closed: NVDA | P&L: $149.82 | Daily P&L: $-117.08 | Bal: $8311.90
4:14:06 PM | info | Position closed: NVDA | P&L: $132.82 | Daily P&L: $15.74 | Bal: $8444.73
4:14:06 PM | info | Position closed: NVDA | P&L: $-92.40 | Daily P&L: $-76.66 | Bal: $8352.33
4:14:06 PM | info | Position closed: NVDA | P&L: $98.47 | Daily P&L: $21.81 | Bal: $8450.80
4:14:06 PM | info | Position closed: NVDA | P&L: $-92.05 | Daily P&L: $-70.24 | Bal: $8358.74
4:14:06 PM | info | Position closed: NVDA | P&L: $-115.79 | Daily P&L: $-186.03 | Bal: $8242.95
4:14:06 PM | info | Position closed: NVDA | P&L: $-150.55 | Daily P&L: $-336.58 | Bal: $8092.40
4:14:06 PM | info | Position closed: NVDA | P&L: $89.62 | Daily P&L: $-246.96 | Bal: $8182.02
4:14:06 PM | info | Position closed: NVDA | P&L: $88.00 | Daily P&L: $-158.96 | Bal: $8270.02
4:14:06 PM | info | Position closed: NVDA | P&L: $-115.48 | Daily P&L: $-274.45 | Bal: $8154.54
4:14:06 PM | info | Position closed: NVDA | P&L: $-101.54 | Daily P&L: $-375.99 | Bal: $8052.99
4:14:06 PM | info | Position closed: NVDA | P&L: $151.57 | Daily P&L: $-224.41 | Bal: $8204.57
4:14:06 PM | info | Position closed: NVDA | P&L: $83.32 | Daily P&L: $83.32 | Bal: $8287.89
4:14:06 PM | info | Position closed: NVDA | P&L: $86.51 | Daily P&L: $169.83 | Bal: $8374.40
4:14:06 PM | info | Position closed: NVDA | P&L: $107.61 | Daily P&L: $277.44 | Bal: $8482.01
4:14:06 PM | info | Position closed: NVDA | P&L: $-97.85 | Daily P&L: $179.59 | Bal: $8384.16
4:14:06 PM | info | Position closed: NVDA | P&L: $129.32 | Daily P&L: $308.92 | Bal: $8513.48
4:14:06 PM | info | Position closed: NVDA | P&L: $-115.52 | Daily P&L: $193.40 | Bal: $8397.97
4:14:06 PM | info | Position closed: NVDA | P&L: $86.00 | Daily P&L: $279.40 | Bal: $8483.97
4:14:06 PM | info | Position closed: NVDA | P&L: $-99.25 | Daily P&L: $180.14 | Bal: $8384.71
4:14:06 PM | info | Position closed: NVDA | P&L: $-116.06 | Daily P&L: $64.08 | Bal: $8268.65
4:14:06 PM | info | Position closed: NVDA | P&L: $-96.39 | Daily P&L: $-32.31 | Bal: $8172.26
4:14:06 PM | info | Position closed: NVDA | P&L: $100.71 | Daily P&L: $68.40 | Bal: $8272.97
4:14:06 PM | info | Position closed: NVDA | P&L: $-133.12 | Daily P&L: $-64.72 | Bal: $8139.85
4:14:06 PM | info | Position closed: NVDA | P&L: $161.98 | Daily P&L: $161.98 | Bal: $8301.83
4:14:06 PM | info | Position closed: NVDA | P&L: $113.96 | Daily P&L: $275.93 | Bal: $8415.78
4:14:06 PM | info | Position closed: NVDA | P&L: $88.29 | Daily P&L: $364.22 | Bal: $8504.07
4:14:06 PM | info | Position closed: NVDA | P&L: $118.89 | Daily P&L: $483.11 | Bal: $8622.96
4:14:06 PM | info | Position closed: NVDA | P&L: $89.22 | Daily P&L: $572.33 | Bal: $8712.18
4:14:06 PM | info | Position closed: NVDA | P&L: $88.12 | Daily P&L: $660.45 | Bal: $8800.30
4:14:06 PM | info | Position closed: NVDA | P&L: $103.05 | Daily P&L: $763.50 | Bal: $8903.35
4:14:06 PM | info | Position closed: NVDA | P&L: $91.25 | Daily P&L: $854.74 | Bal: $8994.60
4:14:06 PM | info | Position closed: NVDA | P&L: $-108.81 | Daily P&L: $745.93 | Bal: $8885.79
4:14:06 PM | info | Position closed: NVDA | P&L: $113.19 | Daily P&L: $859.12 | Bal: $8998.98
4:14:06 PM | info | Position closed: NVDA | P&L: $95.12 | Daily P&L: $954.24 | Bal: $9094.10
4:14:06 PM | info | Position closed: NVDA | P&L: $-100.60 | Daily P&L: $853.65 | Bal: $8993.50
4:14:06 PM | info | Position closed: NVDA | P&L: $-109.71 | Daily P&L: $-109.71 | Bal: $8883.79
4:14:06 PM | info | Position closed: NVDA | P&L: $-103.90 | Daily P&L: $-213.61 | Bal: $8779.89
4:14:06 PM | info | Position closed: NVDA | P&L: $-88.12 | Daily P&L: $-301.73 | Bal: $8691.77
4:14:06 PM | info | Position closed: NVDA | P&L: $-127.33 | Daily P&L: $-429.05 | Bal: $8564.44
4:14:06 PM | info | Position closed: NVDA | P&L: $-92.15 | Daily P&L: $-521.21 | Bal: $8472.29
4:14:06 PM | info | Position closed: NVDA | P&L: $-123.43 | Daily P&L: $-123.43 | Bal: $8348.86
4:14:06 PM | info | Position closed: NVDA | P&L: $-107.73 | Daily P&L: $-231.17 | Bal: $8241.13
4:14:06 PM | info | Position closed: NVDA | P&L: $-93.74 | Daily P&L: $-324.91 | Bal: $8147.39
4:14:06 PM | info | Position closed: NVDA | P&L: $-101.52 | Daily P&L: $-426.43 | Bal: $8045.87
4:14:06 PM | info | Position closed: NVDA | P&L: $98.90 | Daily P&L: $-327.53 | Bal: $8144.77
4:14:06 PM | info | Position closed: NVDA | P&L: $111.26 | Daily P&L: $-216.27 | Bal: $8256.03
4:14:06 PM | info | Position closed: NVDA | P&L: $-107.31 | Daily P&L: $-323.58 | Bal: $8148.72
4:14:06 PM | info | Position closed: NVDA | P&L: $84.63 | Daily P&L: $-238.95 | Bal: $8233.35
4:14:06 PM | info | Position closed: NVDA | P&L: $-82.54 | Daily P&L: $-321.49 | Bal: $8150.80
4:14:06 PM | info | Position closed: NVDA | P&L: $-89.49 | Daily P&L: $-410.98 | Bal: $8061.31
4:14:06 PM | info | Position closed: NVDA | P&L: $96.90 | Daily P&L: $-314.08 | Bal: $8158.21
4:14:06 PM | info | Position closed: NVDA | P&L: $137.84 | Daily P&L: $-176.24 | Bal: $8296.05
4:14:06 PM | info | Position closed: NVDA | P&L: $-108.00 | Daily P&L: $-284.25 | Bal: $8188.05
4:14:06 PM | info | Position closed: NVDA | P&L: $-96.47 | Daily P&L: $-380.72 | Bal: $8091.58
4:14:06 PM | info | Position closed: NVDA | P&L: $-122.08 | Daily P&L: $-502.80 | Bal: $7969.50
4:14:06 PM | info | Position closed: NVDA | P&L: $132.00 | Daily P&L: $132.00 | Bal: $8101.50
4:14:06 PM | info | Position closed: NVDA | P&L: $-81.40 | Daily P&L: $50.60 | Bal: $8020.10
4:14:06 PM | info | Position closed: NVDA | P&L: $-129.14 | Daily P&L: $-78.54 | Bal: $7890.96
4:14:06 PM | info | Position closed: NVDA | P&L: $-204.46 | Daily P&L: $-283.00 | Bal: $7686.50
4:14:06 PM | info | Position closed: NVDA | P&L: $-119.48 | Daily P&L: $-402.48 | Bal: $7567.02
4:14:06 PM | info | Position closed: NVDA | P&L: $180.79 | Daily P&L: $-221.69 | Bal: $7747.81
4:14:06 PM | info | Position closed: NVDA | P&L: $115.36 | Daily P&L: $-106.33 | Bal: $7863.17
4:14:06 PM | info | Position closed: NVDA | P&L: $-134.48 | Daily P&L: $-240.81 | Bal: $7728.69
4:14:06 PM | info | Position closed: NVDA | P&L: $-194.75 | Daily P&L: $-435.56 | Bal: $7533.94
4:14:06 PM | info | Position closed: NVDA | P&L: $84.71 | Daily P&L: $-350.85 | Bal: $7618.65
4:14:06 PM | info | Position closed: NVDA | P&L: $-125.02 | Daily P&L: $-475.87 | Bal: $7493.63
4:14:06 PM | info | Position closed: NVDA | P&L: $-102.12 | Daily P&L: $-577.99 | Bal: $7391.50
4:14:06 PM | info | Position closed: NVDA | P&L: $141.29 | Daily P&L: $141.29 | Bal: $7532.79
4:14:06 PM | info | Position closed: NVDA | P&L: $-121.00 | Daily P&L: $20.29 | Bal: $7411.79
4:14:06 PM | info | Position closed: NVDA | P&L: $-107.37 | Daily P&L: $-87.08 | Bal: $7304.43
4:14:06 PM | info | Position closed: NVDA | P&L: $97.50 | Daily P&L: $10.42 | Bal: $7401.93
4:14:06 PM | info | Position closed: NVDA | P&L: $89.10 | Daily P&L: $99.52 | Bal: $7491.03
4:14:06 PM | info | Position closed: NVDA | P&L: $84.97 | Daily P&L: $184.50 | Bal: $7576.00
4:14:06 PM | info | Position closed: NVDA | P&L: $-104.55 | Daily P&L: $79.95 | Bal: $7471.46
4:14:06 PM | info | Position closed: NVDA | P&L: $-112.43 | Daily P&L: $-32.48 | Bal: $7359.02
4:14:06 PM | info | Position closed: NVDA | P&L: $-74.10 | Daily P&L: $-106.58 | Bal: $7284.92
4:14:06 PM | info | Position closed: NVDA | P&L: $-94.19 | Daily P&L: $-200.77 | Bal: $7190.73
4:14:06 PM | info | Position closed: NVDA | P&L: $80.41 | Daily P&L: $-120.36 | Bal: $7271.14
4:14:06 PM | info | Position closed: NVDA | P&L: $102.25 | Daily P&L: $-18.11 | Bal: $7373.40
4:14:06 PM | info | Position closed: NVDA | P&L: $-108.35 | Daily P&L: $-126.46 | Bal: $7265.05
4:14:06 PM | info | Position closed: NVDA | P&L: $-110.17 | Daily P&L: $-236.63 | Bal: $7154.87
4:14:06 PM | info | Position closed: NVDA | P&L: $-79.68 | Daily P&L: $-316.31 | Bal: $7075.19
4:14:06 PM | info | Position closed: NVDA | P&L: $86.92 | Daily P&L: $-229.39 | Bal: $7162.11
4:14:06 PM | info | Position closed: NVDA | P&L: $105.30 | Daily P&L: $105.30 | Bal: $7267.41
4:14:06 PM | info | Position closed: NVDA | P&L: $-85.87 | Daily P&L: $19.43 | Bal: $7181.55
4:14:06 PM | info | Position closed: NVDA | P&L: $122.26 | Daily P&L: $141.69 | Bal: $7303.80
4:14:06 PM | info | Position closed: NVDA | P&L: $116.58 | Daily P&L: $258.27 | Bal: $7420.38
4:14:06 PM | info | Position closed: NVDA | P&L: $-89.76 | Daily P&L: $168.51 | Bal: $7330.62
4:14:06 PM | info | Position closed: NVDA | P&L: $89.69 | Daily P&L: $258.20 | Bal: $7420.31
4:14:06 PM | info | Position closed: NVDA | P&L: $80.34 | Daily P&L: $338.54 | Bal: $7500.65
4:14:06 PM | info | Position closed: NVDA | P&L: $145.59 | Daily P&L: $484.13 | Bal: $7646.24
4:14:06 PM | info | Position closed: NVDA | P&L: $98.39 | Daily P&L: $582.52 | Bal: $7744.63
4:14:06 PM | info | Position closed: NVDA | P&L: $81.62 | Daily P&L: $664.14 | Bal: $7826.25
4:14:06 PM | info | Position closed: NVDA | P&L: $-126.26 | Daily P&L: $537.88 | Bal: $7699.99
4:14:06 PM | info | Position closed: NVDA | P&L: $80.85 | Daily P&L: $618.73 | Bal: $7780.84
4:14:06 PM | info | Position closed: NVDA | P&L: $103.79 | Daily P&L: $722.52 | Bal: $7884.63
4:14:06 PM | info | Position closed: NVDA | P&L: $-120.40 | Daily P&L: $602.12 | Bal: $7764.23
4:14:06 PM | info | Position closed: NVDA | P&L: $-105.50 | Daily P&L: $496.62 | Bal: $7658.73
4:14:06 PM | info | Position closed: NVDA | P&L: $89.48 | Daily P&L: $586.10 | Bal: $7748.21
4:14:06 PM | info | Position closed: NVDA | P&L: $80.85 | Daily P&L: $666.95 | Bal: $7829.06
4:14:06 PM | info | Position closed: NVDA | P&L: $114.48 | Daily P&L: $781.43 | Bal: $7943.54
4:14:06 PM | info | Position closed: NVDA | P&L: $83.85 | Daily P&L: $865.28 | Bal: $8027.39
4:14:06 PM | info | Position closed: NVDA | P&L: $205.36 | Daily P&L: $205.36 | Bal: $8232.75
4:14:06 PM | info | Position closed: NVDA | P&L: $-85.08 | Daily P&L: $120.27 | Bal: $8147.66
4:14:06 PM | info | Position closed: NVDA | P&L: $-125.84 | Daily P&L: $-5.57 | Bal: $8021.82
4:14:06 PM | info | Position closed: NVDA | P&L: $129.60 | Daily P&L: $124.03 | Bal: $8151.42
4:14:06 PM | info | Position closed: NVDA | P&L: $132.98 | Daily P&L: $257.01 | Bal: $8284.40
4:14:06 PM | info | Position closed: NVDA | P&L: $84.74 | Daily P&L: $341.75 | Bal: $8369.14
4:14:06 PM | info | Position closed: NVDA | P&L: $111.33 | Daily P&L: $453.08 | Bal: $8480.47
4:14:06 PM | info | Position closed: NVDA | P&L: $-94.74 | Daily P&L: $358.34 | Bal: $8385.73
4:14:06 PM | info | Position closed: NVDA | P&L: $-91.20 | Daily P&L: $267.14 | Bal: $8294.53
4:14:06 PM | info | Position closed: NVDA | P&L: $146.90 | Daily P&L: $414.04 | Bal: $8441.43
4:14:06 PM | info | Position closed: NVDA | P&L: $88.28 | Daily P&L: $502.32 | Bal: $8529.72
4:14:06 PM | info | Position closed: NVDA | P&L: $86.63 | Daily P&L: $588.95 | Bal: $8616.34
4:14:06 PM | info | Position closed: NVDA | P&L: $96.28 | Daily P&L: $685.23 | Bal: $8712.62
4:14:06 PM | info | Position closed: NVDA | P&L: $102.93 | Daily P&L: $788.16 | Bal: $8815.55
4:14:06 PM | info | Position closed: NVDA | P&L: $89.25 | Daily P&L: $877.41 | Bal: $8904.80
4:14:06 PM | info | Position closed: NVDA | P&L: $-101.46 | Daily P&L: $775.95 | Bal: $8803.35
4:14:06 PM | info | Position closed: NVDA | P&L: $159.32 | Daily P&L: $935.28 | Bal: $8962.67
4:14:06 PM | info | Position closed: NVDA | P&L: $146.16 | Daily P&L: $146.16 | Bal: $9108.83
4:14:06 PM | info | Position closed: NVDA | P&L: $-249.10 | Daily P&L: $-102.94 | Bal: $8859.73
4:14:06 PM | info | Position closed: NVDA | P&L: $225.61 | Daily P&L: $122.68 | Bal: $9085.35
4:14:06 PM | info | Position closed: NVDA | P&L: $-131.04 | Daily P&L: $-8.36 | Bal: $8954.31
4:14:06 PM | info | Position closed: NVDA | P&L: $138.62 | Daily P&L: $130.26 | Bal: $9092.93
4:14:06 PM | info | Position closed: NVDA | P&L: $115.34 | Daily P&L: $245.59 | Bal: $9208.26
4:14:06 PM | info | Position closed: NVDA | P&L: $-119.50 | Daily P&L: $126.09 | Bal: $9088.76
4:14:06 PM | info | Position closed: NVDA | P&L: $-109.86 | Daily P&L: $16.24 | Bal: $8978.91
4:14:06 PM | info | Position closed: NVDA | P&L: $-111.15 | Daily P&L: $-94.91 | Bal: $8867.76
4:14:06 PM | info | Position closed: NVDA | P&L: $-97.65 | Daily P&L: $-192.56 | Bal: $8770.11
4:14:06 PM | info | Position closed: NVDA | P&L: $128.07 | Daily P&L: $-64.50 | Bal: $8898.17
4:14:06 PM | info | Position closed: NVDA | P&L: $166.85 | Daily P&L: $102.35 | Bal: $9065.02
4:14:06 PM | info | Position closed: NVDA | P&L: $-127.20 | Daily P&L: $-24.85 | Bal: $8937.82
4:14:06 PM | info | Position closed: NVDA | P&L: $152.32 | Daily P&L: $127.47 | Bal: $9090.14
4:14:06 PM | info | Position closed: NVDA | P&L: $154.88 | Daily P&L: $282.35 | Bal: $9245.02
4:14:06 PM | info | Position closed: NVDA | P&L: $-198.40 | Daily P&L: $83.95 | Bal: $9046.62
4:14:06 PM | info | Position closed: NVDA | P&L: $367.59 | Daily P&L: $451.54 | Bal: $9414.21
4:14:06 PM | info | Position closed: NVDA | P&L: $350.63 | Daily P&L: $802.16 | Bal: $9764.83
4:14:06 PM | info | Position closed: NVDA | P&L: $100.18 | Daily P&L: $902.34 | Bal: $9865.01
4:14:06 PM | info | Position closed: NVDA | P&L: $135.34 | Daily P&L: $1037.68 | Bal: $10000.35
4:14:06 PM | info | Position closed: NVDA | P&L: $-138.99 | Daily P&L: $898.69 | Bal: $9861.36
4:14:06 PM | info | Position closed: NVDA | P&L: $-117.45 | Daily P&L: $781.24 | Bal: $9743.91
4:14:06 PM | info | Position closed: NVDA | P&L: $203.68 | Daily P&L: $984.92 | Bal: $9947.59
4:14:06 PM | info | Position closed: NVDA | P&L: $156.18 | Daily P&L: $1141.10 | Bal: $10103.77
4:14:06 PM | info | Position closed: NVDA | P&L: $-299.20 | Daily P&L: $-299.20 | Bal: $9804.57
4:14:06 PM | info | Position closed: NVDA | P&L: $-139.74 | Daily P&L: $-438.94 | Bal: $9664.83
4:14:06 PM | info | Position closed: NVDA | P&L: $161.07 | Daily P&L: $-277.87 | Bal: $9825.90
4:14:06 PM | info | Position closed: NVDA | P&L: $-154.56 | Daily P&L: $-432.43 | Bal: $9671.34
4:14:06 PM | info | Position closed: NVDA | P&L: $260.93 | Daily P&L: $-171.50 | Bal: $9932.27
4:14:06 PM | info | Position closed: NVDA | P&L: $-191.76 | Daily P&L: $-363.26 | Bal: $9740.51
4:14:06 PM | info | Position closed: NVDA | P&L: $-233.52 | Daily P&L: $-596.78 | Bal: $9506.99
4:14:06 PM | info | Position closed: NVDA | P&L: $219.45 | Daily P&L: $219.45 | Bal: $9726.44
4:14:06 PM | info | Position closed: NVDA | P&L: $127.98 | Daily P&L: $347.43 | Bal: $9854.41
4:14:06 PM | info | Position closed: NVDA | P&L: $191.68 | Daily P&L: $539.11 | Bal: $10046.10
4:14:06 PM | info | Position closed: NVDA | P&L: $153.36 | Daily P&L: $692.47 | Bal: $10199.46
4:14:06 PM | info | Position closed: NVDA | P&L: $170.43 | Daily P&L: $862.90 | Bal: $10369.89
4:14:06 PM | info | Position closed: NVDA | P&L: $116.31 | Daily P&L: $979.21 | Bal: $10486.20
